_id,Codigo_Accidente,Longitud,Latitud,Direccion,AA_Acc,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,TID_cercano,distancia_grados,distancia_metros_aprox,corredor_from,corredor_to,lat_corredor,lon_corredor,match_valido,vel_promedio_hora,vel_ponderada_hora,num_dispositivos,num_registros,tiene_velocidad
165361,10498742,-74.133607641,4.56598774999998,KR 16C-CL 56 S 17,2019,Octubre,1,martes,15,0,Tunjuelito,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56.0,0.009202804898590329,1021.5113437435265,CL6,AV.CARACAS;KR42,4.574981,-74.13556034999999,0.0,16.49193247096774,,0.0,124.0,0.0
165362,10498743,-74.113455911,4.61519240799998,TR 42-CL 3 02,2019,Octubre,2,miércoles,16,0,Puente Aranda,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000332.0,0.00339843803483599,377.2266218667949,CL11SUR,KR7;KR10,4.6123352,-74.11529594999999,1.0,14.39594918725,,0.0,120.0,1.0
165363,10498744,-74.105952853,4.67385918600002,KR 72B-CL 55 29,2019,Octubre,2,miércoles,20,0,Engativá,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000228.0,0.0007454753887486907,82.74776815110467,KR72,CL169;CL170,4.6733282,-74.10647610000001,1.0,39.199717619999994,,0.0,106.0,1.0
165364,10498745,-74.058780554,4.665990964,KR 16A-CL 79 02,2019,Octubre,1,martes,12,49,Chapinero,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,141.0,0.004169594639024422,462.8250049317109,AUTONORTE,CL80;SANTA.FE,4.6632782,-74.0556141,1.0,30.920041676198345,,0.0,121.0,1.0
165365,10498746,-74.043113212,4.69913936,KR 15-CL 119 02,2019,Octubre,3,jueves,20,40,Usaquén,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002018.0,0.006177364316546423,685.687439136653,AUTONORTE,ALCALA;CL146,4.705305,-74.0427328,0.0,30.662825625333333,,0.0,120.0,0.0
165366,10498747,-74.04307314,4.71852644900002,KR 16-CL 135 2,2019,Octubre,2,miércoles,13,8,Usaquén,Choque,Vehículo,,Con Heridos,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1002021.0,0.002015116260068888,223.67790486764656,AUTONORTE,CARDIO.INFANTIL;CL146,4.7190752,-74.04501210000001,1.0,44.36867003733871,,0.0,124.0,1.0
165367,10498748,-74.113896117,4.74094471799998,KR 129A-CL 132 02,2019,Octubre,1,martes,22,0,Suba,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000951.0,0.012401491237401151,1376.5655273515279,AV.SUBA,CL127;HUMEDAL.CORDOBA,4.7388854,-74.1016668,0.0,43.02997801433333,,0.0,120.0,0.0
165368,10498749,-74.097717986,4.62424016099999,CL 17A-KR 42BIS 02,2019,Octubre,3,jueves,8,13,Puente Aranda,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000680.0,0.0016845839833780107,186.9888221549592,KR27,AV.P.MAYO;CL30S,4.6258809,-74.09733615,1.0,21.41282377547619,,0.0,84.0,1.0
165369,10498750,-74.171102134,4.62811835000002,AK 86-CL 43 S 2,2019,Octubre,3,jueves,22,10,Kennedy,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,148.0,0.013333014605806194,1479.9646212444875,AV.CL59SUR,KR81A;CL59SUR,4.6285372,-74.1577757,0.0,17.9651675825,,0.0,8.0,0.0
165370,10498751,-74.186028047,4.63229834499998,KR 89B-CL 54B S 38,2019,Octubre,2,miércoles,12,39,Bosa,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000981.0,0.019710570504802592,2187.873326033088,DIAG16,KR90;KR97,4.6495069,-74.176417,0.0,33.0061912335,,0.0,120.0,0.0
165371,10498752,-74.084698342,4.58188596500003,KR 7-CL 7 S 02,2019,Octubre,3,jueves,7,50,San Cristóbal,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,104.0,0.004386295045891712,486.8787500939801,CL80,AV.CARACAS;KR119,4.5855397,-74.08227145000001,1.0,24.395019376611568,,0.0,121.0,1.0
165373,10498754,-74.099245813,4.73913591000002,AV AVENIDA CIUDAD DE CALI-CL 135A 02,2019,Octubre,3,jueves,7,0,Suba,Choque,Vehículo,,Con Heridos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000951.0,0.002433913169017539,270.1643617609468,AV.SUBA,CL127;HUMEDAL.CORDOBA,4.7388854,-74.1016668,1.0,30.794664913361345,,0.0,119.0,1.0
165374,10499122,-74.100760924,4.59866608200002,KR 27A-CL 1F 2,2019,Octubre,6,domingo,10,30,Los Mártires,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1000264.0,0.001850501691256097,205.40568772942675,AV.CARACAS,CL40A;CL45,4.5972931,-74.1020016,1.0,21.321724298474575,,0.0,118.0,1.0
165375,10499123,-74.053984351,4.70413978200003,AK 45-CL 123 2,2019,Octubre,3,jueves,18,45,Usaquén,Choque,Vehículo,,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000970.0,0.003736845389185838,414.78983819962804,CL34,KR19;AV.CARACAS,4.705220199999999,-74.0575616,1.0,10.289555170504201,,0.0,119.0,1.0
165376,10499124,-74.028680285,4.71619944600002,KR 7-CL 140 2,2019,Octubre,6,domingo,15,22,Usaquén,Choque,Vehículo,,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000051.0,0.004501019396287787,499.6131529879443,CL116,KR15;KR11,4.7180052,-74.0328032,1.0,18.18995254983871,,0.0,124.0,1.0
