_id,Codigo_Accidente,Longitud,Latitud,Direccion,AA_Acc,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi
163801,10498633,-74.112615831,4.62824705899999,CL 9-KR 56 30,2019,Octubre,1,martes,8,30,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163802,10498634,-74.133316029,4.62971823499998,AV AVENIDA DE LAS AMERICAS-KR 71A 02,2019,Octubre,1,martes,15,5,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163803,10498635,-74.079575049,4.63396417199999,AC 45-KR 30 02,2019,Octubre,2,miércoles,1,40,Teusaquillo,Choque,Objeto Fijo,Objeto Fijo,Con Muertos,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163804,10498636,-74.047630904,4.68512445599998,CL 100-KR 14 63,2019,Octubre,2,miércoles,9,50,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163806,10498638,-74.111610418,4.65467776000003,CL 24-KR 69 02,2019,Octubre,2,miércoles,8,30,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163807,10498639,-74.059784749,4.66766854000002,KR 19A-CL 79 81,2019,Octubre,1,martes,11,20,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163808,10498640,-74.119305432,4.64957504099999,KR 69B-CL 19A 47,2019,Octubre,2,miércoles,6,42,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163809,10498641,-74.061642734,4.66012064300003,AV AVENIDA CARACAS-CL 72A 28,2019,Octubre,1,martes,16,30,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163810,10498642,-74.105412885,4.651868224,CL 24C-KR 68 02,2019,Octubre,2,miércoles,10,0,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163811,10498643,-74.055206051,4.73573790099999,KR 54-CL 152 02,2019,Octubre,1,martes,16,53,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
163812,10498644,-74.08191009,4.62570875,AK 30-CL 25 02,2019,Octubre,2,miércoles,14,14,Los Mártires,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163813,10498645,-74.086913236,4.74066003299998,CL 146A-KR 94C 02,2019,Octubre,1,martes,21,41,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163814,10498646,-74.081872794,4.69879114100002,AV AVENIDA BOYACA-CL 99 76,2019,Octubre,2,miércoles,18,4,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163815,10498647,-74.184626533,4.62253797300002,CL 57-KR 86K S 02,2019,Octubre,2,miércoles,21,14,Bosa,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163816,10498648,-74.15398849,4.65402101400002,CL 9-KR 90A 2,2019,Octubre,1,martes,22,0,Kennedy,Choque,Vehículo,N/A,Con Heridos,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163817,10498649,-74.12895646,4.65466244999999,CL 18A-KR 77 2,2019,Octubre,1,martes,13,34,Fontibón,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163818,10498650,-74.100866415,4.56507435200001,KR 7A-CL 34 S 02,2019,Octubre,2,miércoles,6,0,San Cristóbal,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163819,10498651,-74.124260273,4.56069121899998,KR 12-CL 51 S 2,2019,Octubre,2,miércoles,18,50,Rafael Uribe Uribe,Choque,Vehículo,N/A,Con Heridos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163820,10498652,-74.145369741,4.59746662200001,AV AVENIDA BOYACA-CL 44C S 02,2019,Octubre,1,martes,21,30,Kennedy,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163821,10498653,-74.100005098,4.56385371900001,KR 5A-CL 34 S 02,2019,Octubre,1,martes,18,30,San Cristóbal,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163822,10498654,-74.068091961,4.69895575200002,CL 115-TR 56 2,2019,Octubre,2,miércoles,7,15,Suba,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163823,10498655,-74.137272211,4.635529878,AV AVENIDA BOYACA-CL 7C 65,2019,Octubre,1,martes,21,40,Kennedy,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163824,10498656,-74.1233916,4.62692690799997,AK 68-CL 5 2,2019,Octubre,2,miércoles,9,0,Puente Aranda,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163825,10499027,-74.082243437,4.61604365900001,DG 19A-KR 22 02,2019,Octubre,7,lunes,5,0,Los Mártires,Atropello,N/A,N/A,Con Muertos,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163826,10499028,-74.037506845,4.80702285500001,KR 45-CL 232 2,2019,Octubre,6,domingo,13,30,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163827,10499029,-74.165378354,4.62009723599999,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 79F 36,2019,Octubre,4,viernes,11,28,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163828,10499030,-74.124819829,4.646638505,CL 13-KR 69F 02,2019,Octubre,5,sábado,15,20,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163829,10499031,-74.11219271,4.64348636800003,KR 68-CL 19 2,2019,Octubre,6,domingo,2,48,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163830,10499032,-74.069089317,4.61517962400001,KR 10-CL 28 2,2019,Octubre,4,viernes,10,45,Santa Fe,Choque,Objeto Fijo,Inmueble,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163831,10499033,-74.188822722,4.639656758,CL 54-KR 98 S 2,2019,Octubre,4,viernes,4,12,Bosa,Choque,Objeto Fijo,Tren,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163832,10499034,-74.111980126,4.66636892899999,AV AVENIDA BOYACA-CL 26 02,2019,Octubre,5,sábado,18,15,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163833,10499035,-74.042703759,4.77184770999997,AK 45-CL 192 2,2019,Octubre,4,viernes,7,30,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163834,10499036,-74.138301801,4.59435003700003,DG 45B-AK 53 S 30,2019,Octubre,6,domingo,2,30,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163835,10499037,-74.144344442,4.63089087600002,AV AVENIDA DE LAS AMERICAS-KR 76 02,2019,Octubre,5,sábado,9,0,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163836,10499038,-74.185174445,4.619114809,CL 58CBIS-KR 84 S 49,2019,Octubre,6,domingo,13,0,Bosa,Choque,Objeto Fijo,Baranda,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163837,10499039,-74.141396364,4.59413981,KR 54-CL 46 S 38,2019,Octubre,5,sábado,11,10,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163838,10499040,-74.094689496,4.69856718300002,CL 80-KR 77BBIS 2,2019,Octubre,5,sábado,4,52,Engativá,Volcamiento,N/A,N/A,Con Heridos,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163839,10499041,-74.080890069,4.61197383199999,CL 19-KR 19 2,2019,Octubre,6,domingo,17,25,Los Mártires,Choque,Objeto Fijo,Vehiculo,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163840,10499042,-74.037568326,4.764593891,KR 16-CL 187 2,2019,Octubre,5,sábado,3,25,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163841,10499043,-74.15312305,4.64702046100001,KR 87B-CL 6D 02,2019,Octubre,5,sábado,17,0,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163842,10499044,-74.137288183,4.61619675600002,AV AVENIDA PRIMERA DE MAYO-KR 71B 02,2019,Octubre,5,sábado,10,22,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163843,10499045,-74.076855868,4.697634091,CL 101-KR 70G 2,2019,Octubre,6,domingo,13,0,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163844,10499046,-74.062516521,4.65558115699997,AV AVENIDA CARACAS-AC 69 2,2019,Octubre,7,lunes,3,57,Chapinero,Choque,Objeto Fijo,Vehiculo,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163845,10499047,-74.130864861,4.61434137499998,KR 69-CL 21A S 02,2019,Octubre,5,sábado,6,55,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163846,10499048,-74.055577226,4.69874941799998,AK 45-CL 115 2,2019,Octubre,5,sábado,1,48,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163847,10499049,-74.077085367,4.64380131299998,KR 28-CL 53B 2,2019,Octubre,7,lunes,0,30,Teusaquillo,Choque,Objeto Fijo,Vehiculo,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163848,10499050,N/A,N/A,KR 68-CL 2 18,2019,Octubre,6,domingo,16,50,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163849,10499421,-74.0614,4.64249999999998,KR 7D-CL 56A 2,2019,Octubre,9,miércoles,11,42,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163850,10499422,-74.088742641,4.68099588600001,CL 72-KR 68H 02,2019,Octubre,9,miércoles,20,0,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163851,10499423,-74.117357547,4.57639880099998,AV AVENIDA CARACAS-CL 36 S 2,2019,Octubre,9,miércoles,22,0,Rafael Uribe Uribe,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163852,10499424,-74.121206866,4.62553901500002,CL 4D-KR 65A 2,2019,Octubre,10,jueves,18,40,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163853,10499425,-74.141257873,4.63813107999999,CL 8-KR 78 2,2019,Octubre,9,miércoles,22,30,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163854,10499426,-74.079335529,4.64172128199999,AK 30-CL 53 02,2019,Octubre,9,miércoles,23,50,Teusaquillo,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163856,10499428,-74.11030159,4.753635927,KR 136A-CL 144 02,2019,Octubre,10,jueves,20,40,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163857,10499429,-74.096831584,4.57346194000002,AK 10-CL 24 S 52,2019,Octubre,10,jueves,6,30,San Cristóbal,Choque,Vehículo,N/A,Con Muertos,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
163858,10499430,-74.056826242,4.660051678,KR 11-CL 75 2,2019,Octubre,10,jueves,19,15,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163859,10499431,-74.054123739,4.66549000100002,CL 81-KR 12 02,2019,Octubre,10,jueves,22,10,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
163860,10499432,-74.054840713,4.68130731700001,CL 94-KR 30 2,2019,Octubre,10,jueves,17,0,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
163861,10499433,-74.050347153,4.72714772500001,AK 45-CL 145 2,2019,Octubre,10,jueves,18,37,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163862,10499434,-74.071179762,4.60219291200002,KR 5-CL 16 47,2019,Octubre,10,jueves,14,15,Santa Fe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
163863,10499435,-74.139724559,4.68606480400001,KR 107-CL 24 10,2019,Octubre,10,jueves,22,15,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163864,10499436,-74.096760761,4.54778537599998,CL 49B-KR 2B SE 07,2019,Octubre,10,jueves,21,40,Rafael Uribe Uribe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163865,10499437,-74.116427845,4.67460568000001,CL 26-KR 82 02,2019,Octubre,10,jueves,21,36,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163866,10499438,-74.097274018,4.70024757499999,CL 80-KR 81 2,2019,Octubre,10,jueves,16,43,Engativá,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163867,10499439,-74.083804782,4.61441019300003,CL 19-KR 22 2,2019,Octubre,10,jueves,11,44,Los Mártires,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163868,10499440,-74.056963038,4.68861676099999,KR 45-CL 102 2,2019,Octubre,10,jueves,18,54,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163869,10499441,-74.166068518,4.626465618,DG 42A-KR 81D S 15,2019,Octubre,10,jueves,15,34,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163870,10499442,-74.11469514,4.668366402,CL 25G-KR 73C 31,2019,Octubre,10,jueves,18,8,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163871,10499443,-74.067163587,4.66311703899999,CL 72-KR 24 2,2019,Octubre,10,jueves,12,10,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163872,10499444,N/A,N/A,KR 78G-CL 51 56,2019,Octubre,10,jueves,10,31,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163873,10499812,-74.074253992,4.60709351700001,CL 19-KR 11 02,2019,Octubre,12,sábado,11,30,Santa Fe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163874,10499813,-74.110704839,4.70872872500001,AC 80-KR 100 02,2019,Octubre,13,domingo,19,45,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
163875,10499814,-74.140285676,4.58076128800002,CL 54A-KR 31 S 2,2019,Octubre,12,sábado,12,30,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163876,10499815,-74.058813392,4.65714915400002,KR 11-CL 72 02,2019,Octubre,12,sábado,12,52,Chapinero,Choque,Vehículo,N/A,Solo Daños,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163877,10499816,-74.138211335,4.55728302900002,AV AVENIDA BOYACA-CL 62 S 02,2019,Octubre,13,domingo,19,5,Ciudad Bolívar,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163878,10499817,-74.077264707,4.59033386300001,CL 6-KR 5 02,2019,Octubre,13,domingo,11,0,Santa Fe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163879,10499818,-74.087676316,4.59999149100003,KR 18-CL 6A 2,2019,Octubre,12,sábado,14,24,Los Mártires,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163880,10499819,-74.181809682,4.63841875100002,CL 49-KR 93C S 11,2019,Octubre,12,sábado,12,50,Bosa,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163881,10499820,-74.051488353,4.69980521100001,CL 118-KR 20 2,2019,Octubre,12,sábado,23,10,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163882,10499821,-74.05755676,4.68375147500001,KR 45-CL 95 02,2019,Octubre,13,domingo,13,0,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163883,10499822,-74.079467409,4.67371986799998,CL 73-KR 60 42,2019,Octubre,12,sábado,17,20,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163884,10499823,-74.027349256,4.762813419,CL 186-KR 7 2,2019,Octubre,12,sábado,7,25,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163885,10499824,-74.123928011,4.583846639,DG 41A-KR 26A S 02,2019,Octubre,13,domingo,12,20,Rafael Uribe Uribe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163886,10499825,-74.147045218,4.55822609199998,KR 19BIS-CL 66A S 2,2019,Octubre,12,sábado,19,15,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163887,10499826,-74.090260905,4.68237871500003,KR 69I-CL 71 02,2019,Octubre,12,sábado,11,25,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163888,10499827,-74.118776116,4.58158250000002,KR 24-CL 36 S 02,2019,Octubre,13,domingo,7,35,Rafael Uribe Uribe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163889,10499828,-74.129333834,4.59342499000002,AV AVENIDA DEL SUR-CL 44 S 2,2019,Octubre,12,sábado,15,10,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163890,10499829,-74.024509089,4.72765212399997,KR 7-CL 153 02,2019,Octubre,12,sábado,20,0,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163891,10499830,-74.164697622,4.596024247,AV AVENIDA DEL SUR-KR 72 2,2019,Octubre,12,sábado,14,40,Bosa,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163892,10499831,-74.112701905,4.54738129700002,CL 49B-KR 5B S 02,2019,Octubre,13,domingo,19,6,Rafael Uribe Uribe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163893,10499832,-74.120835486,4.70952760699998,TR 106-CL 75 02,2019,Octubre,13,domingo,19,30,Engativá,Choque,Objeto Fijo,Muro,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163894,10499833,-74.104412303,4.60037915599997,KR 30-CL 1D 02,2019,Octubre,13,domingo,10,50,Los Mártires,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163895,10499834,-74.173630561,4.64040359799998,KR 91B-CL 42A S 02,2019,Octubre,13,domingo,20,37,Kennedy,Choque,Objeto Fijo,Tren,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163896,10499835,-74.139773042,4.66409690900002,CL 17-KR 90 2,2019,Octubre,12,sábado,11,3,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163897,10500204,-74.103598004,4.582623786,CL 22-KR 18 S 02,2019,Octubre,17,jueves,9,50,Antonio Nariño,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163898,10500205,-74.050308943,4.69689448100002,KR 19-CL 112 2,2019,Octubre,18,viernes,20,1,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163899,10500206,-74.032033677,4.740623997,KR 9-CL 163A 2,2019,Octubre,18,viernes,14,45,Usaquén,Choque,Vehículo,N/A,Solo Daños,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163900,10500207,-74.167962872,4.630417916,AV AVENIDA CIUDAD DE CALI-AC 42 S 2,2019,Octubre,19,sábado,2,50,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163901,10500208,N/A,N/A,TR 80G-CL 5 02,2019,Octubre,17,jueves,9,0,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
163902,10500209,-74.077327288,4.69003771400003,CL 96-KR 69A 2,2019,Octubre,18,viernes,21,10,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163903,10500210,-74.125579243,4.60182427199999,KR 51A-CL 31 S 70,2019,Octubre,18,viernes,14,40,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163904,10500211,-74.097684815,4.60729177100001,KR 30-CL 6 2,2019,Octubre,19,sábado,6,13,Los Mártires,Choque,Objeto Fijo,Semaforo,Solo Daños,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163905,10500212,-74.120091351,4.67903399400001,CL 26-KR 86 02,2019,Octubre,18,viernes,18,2,Fontibón,Choque,Objeto Fijo,Semaforo,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163906,10500213,-74.03585846,4.71696446700003,CL 135C-KR 11 2,2019,Octubre,18,viernes,10,20,Usaquén,Choque,Objeto Fijo,Semoviente,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163907,10500214,-74.139271104,4.56085615400002,CL 61-KR 19 S 2,2019,Octubre,18,viernes,17,30,Ciudad Bolívar,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163908,10500215,-74.121327584,4.70902027,CL 73-KR 106 02,2019,Octubre,19,sábado,21,25,Engativá,Choque,Vehículo,N/A,Solo Daños,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163909,10500216,-74.095843093,4.70865161799998,AV AVENIDA CIUDAD DE CALI-CL 88 71,2019,Octubre,19,sábado,6,30,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163910,10500217,-74.089797765,4.582106963,KR 10-CL 11 S 02,2019,Octubre,19,sábado,6,0,San Cristóbal,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
