_id,Codigo_Accidente,Longitud,Latitud,Direccion,AA_Acc,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi
164649,10499859,-74.113101397,4.64268178100002,CL 19-KR 68 02,2019,Octubre,13,domingo,11,36,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164650,10499860,-74.174788417,4.61454100600002,KR 80-CL 55 S 02,2019,Octubre,14,lunes,15,10,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164651,10499861,-74.126417934,4.59441630800001,KR 50-CL 39A S 02,2019,Octubre,13,domingo,23,45,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164652,10499862,-74.128283254,4.68699828199999,CL 26-KR 98 02,2019,Octubre,15,martes,8,0,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164653,10499863,-74.169061697,4.57724450000001,DG 75-KR 73B S 32,2019,Octubre,13,domingo,19,0,Ciudad Bolívar,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
164654,10499864,-74.112279087,4.632455204,CL 13-KR 60 02,2019,Octubre,13,domingo,0,48,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164655,10499865,-74.140375127,4.58217978699997,KR 33-CL 54 S 2,2019,Octubre,13,domingo,19,0,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164656,10499866,-74.164143514,4.59604251899998,AV AVENIDA DEL SUR-KR 71 2,2019,Octubre,13,domingo,7,0,Bosa,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164657,10499867,-74.090815906,4.74209002200001,CL 145-KR 99 02,2019,Octubre,15,martes,19,20,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
164658,10499868,-74.08471397,4.59720625199998,AV AVENIDA CARACAS-CL 6 02,2019,Octubre,13,domingo,1,55,Los Mártires,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164659,10499869,-74.12797924,4.66907360200003,AV AVENIDA CIUDAD DE CALI-CL 23 2,2019,Octubre,13,domingo,22,0,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164660,10499870,-74.113808378,4.51484325500002,KR 10-CL 75 S 02,2019,Octubre,15,martes,18,0,Usme,Choque,Objeto Fijo,Muro,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164661,10499871,-74.076668368,4.71514820200002,AV AVENIDA BOYACA-CL 128 02,2019,Octubre,13,domingo,1,20,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164662,10499872,-74.106810725,4.657856391,CL 26-KR 69 02,2019,Octubre,15,martes,9,51,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164663,10499873,-74.052068322,4.66689711499998,KR 11-CL 84 2,2019,Octubre,13,domingo,21,54,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164664,10499874,-74.078232649,4.65305317399998,KR 30-CL 63A 02,2019,Octubre,13,domingo,7,45,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164665,10499875,-74.056848745,4.68971576899997,AK 45-CL 103 2,2019,Octubre,13,domingo,18,33,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164666,10499876,-74.050498539,4.72490163600003,AK 45-CL 142 2,2019,Octubre,13,domingo,19,0,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164667,10499877,-74.075465286,4.71895380500001,AV AVENIDA BOYACA-KR 128B 02,2019,Octubre,13,domingo,5,48,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164668,10499878,-74.037987823,4.73860180100002,CL 160-KR 15 2,2019,Octubre,13,domingo,14,45,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164669,10499879,-74.059415689,4.707500616,CL 127-KR 51 02,2019,Octubre,14,lunes,15,10,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164670,10499880,-74.109848912,4.62739609900001,AV AVENIDA DE LAS AMERICAS-KR 53 2,2019,Octubre,13,domingo,13,0,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164671,10499881,-74.064989574,4.74720037600002,AV AVENIDA BOYACA-CL 163 02,2019,Octubre,15,martes,7,21,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164672,10500254,-74.102169056,4.58702008099999,KR 24-CL 17 S 2,2019,Octubre,16,miércoles,18,30,Puente Aranda,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164673,10500255,-74.094986284,4.66424327700003,KR 68-CL 53 02,2019,Octubre,19,sábado,3,48,Teusaquillo,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164674,10500256,-74.071836055,4.65486614999998,KR 24-CL 63DBIS 2,2019,Octubre,19,sábado,10,45,Barrios Unidos,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164675,10500257,-74.121565923,4.55620503900002,CL 51-KR 7 S 48,2019,Octubre,17,jueves,4,20,Rafael Uribe Uribe,Otro,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164676,10500258,-74.073371612,4.68851982899997,KR 68-CL 98 2,2019,Octubre,20,domingo,10,34,Barrios Unidos,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164677,10500259,-74.135845195,4.54512927799999,AV AVENIDA BOYACA-CL 71BIS S 2,2019,Octubre,20,domingo,5,50,Ciudad Bolívar,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164678,10500260,-74.043722853,4.72744536099998,CL 145A-KR 17 2,2019,Octubre,18,viernes,18,20,Usaquén,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164679,10500261,-74.117077216,4.74784882799997,CL 142-KR 145 2,2019,Octubre,18,viernes,12,30,Suba,Atropello,N/A,N/A,Con Heridos,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164680,10500262,-74.172458911,4.61323136200002,AV AVENIDA PRIMERA DE MAYO-KR 79A 79,2019,Octubre,20,domingo,1,50,Kennedy,Choque,Objeto Fijo,Inmueble,Con Heridos,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164681,10500263,-74.093146953,4.558458057,CL 36B-KR 3 SE 02,2019,Octubre,19,sábado,9,0,San Cristóbal,Volcamiento,N/A,N/A,Con Heridos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164682,10500264,-74.15286113,4.57354943799999,AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 43 2,2019,Octubre,18,viernes,18,45,Ciudad Bolívar,Atropello,N/A,N/A,Con Muertos,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164683,10500265,-74.120285868,4.58795825099998,CL 35B-KR 26F S 2,2019,Octubre,20,domingo,22,40,Rafael Uribe Uribe,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164684,10500266,-74.082777363,4.59935124499998,AV AVENIDA CARACAS-CL 8 02,2019,Octubre,19,sábado,15,45,Santa Fe,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
164685,10500267,-74.17907745,4.59676062300002,CL 57R-KR 76 S 61,2019,Octubre,19,sábado,20,40,Bosa,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164686,10500268,-74.077938359,4.60043129000002,KR 10-CL 11 35,2019,Octubre,18,viernes,19,30,Santa Fe,Otro,N/A,N/A,Con Heridos,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
164687,10500269,-74.052864031,4.66214113799998,KR 9-CL 79 02,2019,Octubre,20,domingo,12,18,Chapinero,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164688,10500270,-74.081140367,4.627151357,KR 30-CL 24 02,2019,Octubre,19,sábado,1,30,Los Mártires,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164689,10500271,-74.073953882,4.64188168499999,KR 24-CL 53 2,2019,Octubre,18,viernes,18,15,Teusaquillo,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164690,10500272,-74.151948924,4.67108987400002,AC 13-KR 104 2,2019,Octubre,20,domingo,21,10,Fontibón,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164691,10500273,-74.104601962,4.61427800199999,AC 6-KR 38 2,2019,Octubre,19,sábado,21,20,Puente Aranda,Atropello,N/A,N/A,Con Muertos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164692,10500274,-74.164879261,4.617814641,KR 79-CL 43 S 02,2019,Octubre,19,sábado,20,15,Kennedy,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164693,10500275,-74.1388,4.64389999999997,TR 78D-CL 10B 2,2019,Octubre,20,domingo,10,0,Kennedy,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164694,10500276,-74.04290813,4.74001142999998,AK 19-CL 160 02,2019,Octubre,19,sábado,13,0,Usaquén,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164695,10500277,-74.159039168,4.56861843799999,KR 42-CL 70 S 2,2019,Octubre,19,sábado,10,30,Ciudad Bolívar,Atropello,N/A,N/A,Con Heridos,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
164696,10500652,-74.06435405,4.708888731,CL 127-KR 54 2,2019,Octubre,22,martes,12,30,Suba,Choque,Vehículo,N/A,Con Heridos,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164697,10500653,-74.0991318,4.74599514400001,CL 142-KR 108A 2,2019,Octubre,22,martes,11,40,Suba,Caida de ocupante,N/A,N/A,Con Heridos,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164698,10500654,-74.152635102,4.636510327,KR 80G-CL 6 02,2019,Octubre,22,martes,19,41,Kennedy,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164699,10500655,-74.124156835,4.65155635100001,CL 19-KR 72 2,2019,Octubre,23,miércoles,19,15,Fontibón,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164700,10500656,-74.060343329,4.66672007900002,KR 20-CL 79 56,2019,Octubre,22,martes,12,51,Chapinero,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164701,10500657,-74.114214313,4.61530423099998,CL 3-KR 50 02,2019,Octubre,23,miércoles,6,59,Puente Aranda,Atropello,N/A,N/A,Con Muertos,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164702,10500658,-74.075290925,4.60805290100001,CL 19-KR 13 2,2019,Octubre,22,martes,19,0,Santa Fe,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164703,10500659,-74.177469122,4.64443480199998,CL 42F-KR 97 S 02,2019,Octubre,23,miércoles,10,20,Kennedy,Atropello,N/A,N/A,Con Heridos,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164704,10500660,-74.037398782,4.760330684,KR 16-CL 183 2,2019,Octubre,23,miércoles,8,52,Usaquén,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164705,10500661,-74.035045166,4.699319323,KR 11A-CL 121 2,2019,Octubre,23,miércoles,11,30,Usaquén,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164706,10500662,-74.120293976,4.70980311400001,KR 106-CL 75B 2,2019,Octubre,22,martes,11,10,Engativá,Atropello,N/A,N/A,Con Heridos,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164707,10500663,-74.069079413,4.603575025,CL 19-KR 4 10,2019,Octubre,23,miércoles,20,46,Santa Fe,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164708,10500664,-74.194024369,4.60434439099998,CL 70D-KR 79 S 02,2019,Octubre,23,miércoles,16,20,Bosa,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164709,10500665,-74.115622753,4.51186645400003,CL 76B-KR 14 S 43,2019,Octubre,22,martes,17,15,Usme,Atropello,N/A,N/A,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164710,10500666,-74.042561637,4.68231592500001,CL 100-KR 10 2,2019,Octubre,23,miércoles,18,30,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164711,10500667,-74.062305988,4.60335309800001,AV AVENIDA CIRCUNVALAR-CL 22 02,2019,Octubre,23,miércoles,17,50,Santa Fe,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164712,10500668,-74.150620145,4.64564210399999,AV AVENIDA CIUDAD DE CALI-CL 8 2,2019,Octubre,23,miércoles,16,27,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164713,10500669,-74.144632415,4.61607965000002,KR 72N-CL 37 S 02,2019,Octubre,23,miércoles,17,0,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164714,10500670,-74.097935713,4.63872580200001,KR 51-CL 24 15,2019,Octubre,23,miércoles,19,20,Teusaquillo,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164715,10500671,-74.042857159,4.70427328099998,CL 127-KR 15 2,2019,Octubre,23,miércoles,15,43,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164716,10500672,-74.151840553,4.595685301,AV AVENIDA DEL SUR-KR 62F 02,2019,Octubre,23,miércoles,11,40,Bosa,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164717,10500673,-74.122954516,4.641093727,CL 13-KR 68D 2,2019,Octubre,23,miércoles,13,54,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164718,10500674,-74.055914087,4.69387615300002,AK 45-CL 106 2,2019,Octubre,23,miércoles,14,20,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164719,10500675,-74.148327092,4.685693335,KR 113A-CL 22F 02,2019,Octubre,23,miércoles,20,32,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164720,10501060,-74.075956115,4.71682386600003,AV AVENIDA BOYACA-CL 128A 59,2019,Octubre,28,lunes,22,15,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164721,10501061,-74.161255611,4.58850358400002,KR 70C-CL 63 S 2,2019,Octubre,26,sábado,22,20,Ciudad Bolívar,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164722,10501062,-74.043730413,4.67140234099998,KR 7-CL 92 02,2019,Octubre,25,viernes,14,55,Chapinero,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164723,10501063,-74.034086941,4.74874420499998,CL 170A-KR 13 2,2019,Octubre,28,lunes,17,15,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164724,10501065,-74.068525725,4.72970660599998,KR 72-CL 138 2,2019,Octubre,28,lunes,12,27,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164725,10501066,-74.144071205,4.63175442900001,CL 6A-KR 75 02,2019,Octubre,25,viernes,14,21,Kennedy,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
164726,10501067,-74.16374437,4.69001539700002,CL 17-KR 128 2,2019,Octubre,26,sábado,22,30,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164727,10501068,-74.124340332,4.65168472200003,AV AVENIDA BOYACA-CL 19 2,2019,Octubre,28,lunes,5,50,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164728,10501069,-74.157957821,4.59442715199998,KR 67-CL 58 S 31,2019,Octubre,28,lunes,11,30,Ciudad Bolívar,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164729,10501070,-74.08992547,4.60790908799999,CL 11-KR 24 02,2019,Octubre,25,viernes,13,10,Los Mártires,Choque,Vehículo,N/A,Solo Daños,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164730,10501071,-74.121525439,4.55599893900001,CL 51-KR 7 S 2,2019,Octubre,28,lunes,18,0,Rafael Uribe Uribe,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164731,10501072,-74.131686489,4.56897972600001,CL 53-KR 19B S 2,2019,Octubre,28,lunes,12,40,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164732,10501073,-74.057207825,4.75406811800002,AC 170-KR 57 2,2019,Octubre,26,sábado,10,0,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164733,10501074,-74.056781741,4.71131336899998,KR 49-CL 127C 02,2019,Octubre,25,viernes,16,0,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164734,10501075,-74.152833694,4.57352930600001,CL 61-KR 43 S 2,2019,Octubre,28,lunes,20,50,Ciudad Bolívar,Volcamiento,N/A,N/A,Solo Daños,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164735,10501076,-74.068489925,4.69531751,CL 113-TR 60 2,2019,Octubre,26,sábado,8,24,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164736,10501077,-74.158224492,4.59631323100001,AV AVENIDA DEL SUR-KR 67 02,2019,Octubre,25,viernes,17,0,Bosa,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164737,10501078,-74.10968013,4.69406780999998,CL 69G-KR 88A 2,2019,Octubre,28,lunes,16,50,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164738,10501079,-74.124492121,4.65189269899997,AV AVENIDA BOYACA-CL 19 2,2019,Octubre,28,lunes,5,15,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164739,10501080,-74.062770075,4.68888283799998,KR 53-CL 100 2,2019,Octubre,26,sábado,19,48,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164740,10501081,-74.08592734,4.62124985000003,KR 30-CL 22 2,2019,Octubre,28,lunes,14,50,Los Mártires,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164741,10501082,-74.116732718,4.66085362500002,AV AVENIDA BOYACA-CL 23D 2,2019,Octubre,28,lunes,12,55,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164742,10501083,-74.129291165,4.57782217900001,KR 24-CL 47B S 2,2019,Octubre,26,sábado,9,15,Tunjuelito,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164743,10501084,-74.068660133,4.71844586600002,KR 58-CL 129 61,2019,Octubre,25,viernes,14,46,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164744,10501085,-74.084164328,4.65367846599997,CL 63-KR 50 2,2019,Octubre,28,lunes,16,20,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164745,10501460,-74.162286371,4.59639102199998,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 57R S 02,2019,Octubre,30,miércoles,20,30,Bosa,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164746,10501461,-74.0963,4.69529999999997,KR 76-CL 77 02,2019,Octubre,31,jueves,17,40,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
164747,10501462,-74.109184012,4.66993653399999,CL 51-KR 72A 2,2019,Octubre,29,martes,11,20,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164748,10501463,-74.105460294,4.60914659700001,KR 36-CL 4A 02,2019,Octubre,30,miércoles,6,10,Puente Aranda,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164749,10501464,N/A,N/A,KR 70-CL 26 02,2019,Octubre,31,jueves,18,11,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164750,10501465,-74.069819905,4.63803168099997,KR 17-CL 50 2,2019,Octubre,11,viernes,21,45,Teusaquillo,Choque,Vehículo,N/A,Con Heridos,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
164751,10501466,-74.103921929,4.75079690699999,CL 145-KR 114F 02,2019,Octubre,30,miércoles,22,0,Suba,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164752,10501467,-74.135417904,4.69303745799999,CL 26-KR 106 02,2019,Octubre,30,miércoles,23,14,Fontibón,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164753,10501468,-74.06710709,4.68959111999999,AC 100-KR 62 02,2019,Octubre,31,jueves,14,10,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164754,10501469,-74.092645919,4.69081843800001,AV AVENIDA BOYACA-CL 75 02,2019,Octubre,30,miércoles,9,28,Engativá,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164755,10501470,N/A,N/A,KR 68-CL 66A 02,2019,Octubre,31,jueves,18,10,Barrios Unidos,Choque,Vehículo,N/A,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164756,10501471,-74.049716162,4.70561857500002,KR 19A-CL 127 2,2019,Octubre,20,domingo,14,45,Usaquén,Choque,Vehículo,N/A,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
