_id,Codigo_Accidente,Longitud,Latitud,Direccion,AA_Acc,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,TID_cercano,distancia_grados,distancia_metros_aprox,corredor_from,corredor_to,lat_corredor,lon_corredor,match_valido,vel_promedio_hora,vel_ponderada_hora,num_dispositivos,num_registros,tiene_velocidad
169268,10498987,-74.033571269,4.69657002500003,KR 9-CL 119 02,2019,Octubre,4,viernes,17,58,Usaquén,Choque,Vehículo,,Solo Daños,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000184.0,0.008454506329582303,938.4502025836356,KR15,CL94;CL100,4.704458949999999,-74.03053095,0.0,14.574377682931035,,0.0,116.0,0.0
169269,10498988,-74.106925446,4.59318849200002,CL 16-KR 28 S 2,2019,Octubre,5,sábado,13,33,Antonio Nariño,Atropello,,,Con Heridos,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000977.0,0.002630390577726923,291.9733541276884,KR24,CL63;CL72,4.5923447500000005,-74.10443405000001,1.0,13.578110857741935,,0.0,124.0,1.0
169270,10498989,-74.062061035,4.65961438699998,CL 72-KR 20 11,2019,Octubre,4,viernes,18,0,Barrios Unidos,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000707.0,0.001287716325300097,142.93651210831075,CL13,KR47;KR39,4.6608924,-74.06190325,1.0,20.272995985258618,,0.0,116.0,1.0
169271,10498990,-74.095804714,4.74725036799998,KR 104-CL 145 02,2019,Octubre,4,viernes,16,30,Suba,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1001707.0,0.004830648790610324,536.2020157577459,AV.SUBA,CL136;CL127,4.7425033,-74.09491,1.0,38.42877046603448,,0.0,116.0,1.0
169272,10498991,-74.044085215,4.76342028800002,AK 45-CL 187 2,2019,Octubre,5,sábado,14,30,Usaquén,Atropello,,,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000087.0,0.006625729857985262,735.4560142363641,KR19,CL147;CL152,4.7597534,-74.04960375,0.0,12.226753778852459,,0.0,122.0,0.0
169273,10498992,-74.150616939,4.64564276099998,CL 8-KR 86 2,2019,Octubre,4,viernes,15,0,Kennedy,Choque,Vehículo,,Solo Daños,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,124.0,0.0070815214861443525,786.0488849620232,CL66A,KR86;KR72,4.652358850000001,-74.1528624,0.0,9.836070901340207,,0.0,97.0,0.0
169274,10498993,-74.137501518,4.55517661099998,AV AVENIDA BOYACA-CL 64 S 2,2019,Octubre,3,jueves,5,50,Ciudad Bolívar,Volcamiento,,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0.019899295386228085,2208.8217878713176,CL6,AV.CARACAS;KR42,4.574981,-74.13556034999999,0.0,32.00526880256198,,0.0,121.0,0.0
169275,10498994,-74.099310115,4.69762865400003,CL 76-KR 81 02,2019,Octubre,4,viernes,7,40,Engativá,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1002088.0,0.003735398225703362,414.6292030530732,KR86,CL19A;CL22,4.6969353,-74.1029806,1.0,14.686755721264367,,0.0,87.0,1.0
169276,10498995,-74.159183366,4.68648189700002,CL 17-KR 121 2,2019,Octubre,4,viernes,15,50,Fontibón,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0.0026813070975543803,297.6250878285362,AV.SUBA,KR94;SAN.MARTIN,4.68681675,-74.15652305,1.0,26.8226520825,,0.0,124.0,1.0
169277,10498996,-74.104458803,4.71077276400001,TR 94L-CL 83 2,2019,Octubre,5,sábado,10,45,Engativá,Atropello,,,Con Heridos,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1001349.0,0.008247229819262365,915.4425099381225,CL92,KR19B;KR15,4.7171787,-74.0992645,0.0,16.114066469586778,,0.0,121.0,0.0
169278,10498997,-74.161608044,4.59349282099998,AV AVENIDA CIUDAD DE VILLAVICENCIO-TR 70C 2,2019,Octubre,4,viernes,18,40,Ciudad Bolívar,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001946.0,0.0038720483073800323,429.7973621191836,"AV.P.MAYO,CL26SUR",KR72;KR78K,4.5960945,-74.1644758,1.0,12.536315725416667,,0.0,120.0,1.0
169279,10498998,-74.094637347,4.575717629,KR 10-CL 22 S 2,2019,Octubre,4,viernes,19,50,San Cristóbal,Choque,Vehículo,,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000214.0,0.003797508488923947,421.5234422705581,KR5,CL34;CL27,4.57950665,-74.0948911,1.0,23.156077573416667,,0.0,120.0,1.0
169280,10498999,-74.092909817,4.66606886099999,KR 68-CL 63 02,2019,Octubre,4,viernes,7,50,Barrios Unidos,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1000321.0,0.0013722319344059983,152.31774471906581,KR72,CL163;CL169B,4.6669198000000005,-74.09398635,1.0,29.579900808803416,,0.0,117.0,1.0
169281,10499000,-74.099780326,4.62483278000002,KR 42B-CL 17A 2,2019,Octubre,4,viernes,19,22,Puente Aranda,Choque,Vehículo,,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000680.0,0.0026594269783775442,295.1963945999074,KR27,AV.P.MAYO;CL30S,4.6258809,-74.09733615,1.0,14.021026580476192,,0.0,84.0,1.0
169282,10499001,-74.105640546,4.69601331500002,AV AVENIDA CIUDAD DE CALI-CL 72 2,2019,Octubre,4,viernes,11,0,Engativá,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000759.0,0.0019691806042039677,218.5790470666404,KR80,CL26SUR;CL38CSUR,4.69774235,-74.10469815,1.0,20.41409592933333,,0.0,120.0,1.0
169283,10499002,-74.107169231,4.59813142299998,KR 30-CL 8 S 02,2019,Octubre,4,viernes,13,40,Antonio Nariño,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000675.0,0.004925971075541111,546.7827893850633,KR11,CL76;CL72,4.602983699999999,-74.10632035,1.0,17.269945625691058,,0.0,123.0,1.0
169284,10499370,-74.110326832,4.57383207800001,CL 32BIS-KR 13 S 2,2019,Octubre,9,miércoles,7,23,Rafael Uribe Uribe,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000325.0,0.005721727628414243,635.111766753981,AV.CARACAS,AV.PRIMERO_MAYO;CL11SUR,4.57490245,-74.11594754999999,0.0,19.73102919598361,,0.0,122.0,0.0
169285,10499371,-74.104074204,4.67444350699998,AV AVENIDA BOYACA-CL 63 2,2019,Octubre,9,miércoles,23,7,Engativá,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000228.0,0.002648209602554837,293.9512658835869,KR72,CL169;CL170,4.6733282,-74.10647610000001,1.0,43.3319210800926,,0.0,108.0,1.0
169286,10499372,-74.04796404,4.72371434399997,CL 140-KR 20 02,2019,Octubre,9,miércoles,10,24,Usaquén,Atropello,,,Con Heridos,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1002024.0,0.004667046907651463,518.0422067493124,AUTONORTE,TOBERIN;SANTA.FE,4.7209002,-74.0516872,1.0,46.27239137694215,,0.0,121.0,1.0
169287,10499373,-74.145115558,4.58820582300001,AV AVENIDA BOYACA-DG 52 S 2,2019,Octubre,8,martes,13,30,Tunjuelito,Atropello,,,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000297.0,0.005528784708512985,613.6951026449414,CL1,KR21;AV.CARACAS,4.59354105,-74.14366545,0.0,19.787965808655464,,0.0,119.0,0.0
169288,10499374,-74.076109062,4.608751842,KR 14-CL 19 02,2019,Octubre,9,miércoles,10,0,Santa Fe,Atropello,,,Con Heridos,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,41.0,0.0018796411082443194,208.64016301511944,CL39,KR7;AV.CARACAS,4.61057625,-74.07565675000001,1.0,9.64679227892562,,0.0,121.0,1.0
