_id,Codigo_Accidente,Longitud,Latitud,Direccion,AA_Acc,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Clase_Acc,Elemento_Choque,Tipo_Objeto_Fijo,Gravedad_Indicador_Tradicional,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,TID_cercano,distancia_grados,distancia_metros_aprox,corredor_from,corredor_to,lat_corredor,lon_corredor,match_valido,vel_promedio_hora,vel_ponderada_hora,num_dispositivos,num_registros,tiene_velocidad
194995,10582519,-74.065,4.671,CL 80 A  - KR 28   02,2022,Octubre,10,lunes,11,20,Barrios Unidos,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000338.0,0.002901218983891364,322.0353072119414,KR9,CL147;CL161,4.6704867,-74.06785545,1.0,29.663276352905985,29.43807746897436,688.0,117.0,1.0
194996,10582531,-74.123,4.71,CL 73  - KR 107 B  02,2022,Octubre,11,martes,20,41,Engativá,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000720.0,0.0036371094216467188,403.71914580278576,KR86,CL13C;CL19A,4.71067115,-74.12657465000001,1.0,30.10954301080645,29.750010138548387,1094.0,124.0,1.0
195299,10582550,-74.101662169,4.58641104499998,KR 22  - CL 17  S 02,2022,Octubre,10,lunes,10,0,Antonio Nariño,Caida de ocupante,,,Con Heridos,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1000263.0,0.0034015314274462036,377.5699884465286,AV.CARACAS,CL24;CL26,4.5897272000000005,-74.10090485,1.0,20.810861111416667,19.642070953333334,1197.0,120.0,1.0
195300,10582551,-74.116,4.684,KR 86 A  - CL 55   02,2022,Octubre,10,lunes,7,40,Engativá,Caida de ocupante,,,Con Heridos,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1000238.0,0.004435691764818547,492.36178589485877,CL134,KR58;KR53,4.68384265,-74.1204329,1.0,26.099717741935482,26.034981482258065,1173.0,124.0,1.0
195301,10582578,-74.097064064,4.60222704099999,KR 27  - CL 4 A  02,2022,Octubre,11,martes,11,18,Los Mártires,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000058.0,0.001872970873555934,207.89976696470868,KR11,CL100;CL106,4.6028211,-74.0952878,1.0,22.21844827577586,20.182319581206897,369.0,116.0,1.0
195302,10582580,-74.076,4.62,CL 26  - KR 20   02,2022,Octubre,11,martes,19,3,Teusaquillo,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000256.0,0.0027667277296549993,307.1067779917049,CL26,KR32;AV.CARACAS,4.6217787,-74.0781192,1.0,30.738682795322582,29.56609879016129,446.0,124.0,1.0
195303,10582596,-74.169,4.619,KR 80  - CL 47  S 02,2022,Octubre,11,martes,20,6,Kennedy,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001028.0,0.016198197017643096,1797.9998689583838,KR72,CL3;AV.P.MAYO,4.611398400000001,-74.15469625,0.0,20.044448925,19.999374871935483,542.0,124.0,0.0
195304,10582599,-74.137,4.694,CL 26  - KR 113   02,2022,Octubre,11,martes,20,20,Fontibón,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1001344.0,0.019238525856533118,2135.476370075176,DIAG16,KR97;KR90,4.6757841,-74.14318885,0.0,36.35380376314516,36.194562436370965,1304.0,124.0,0.0
195305,10582601,-74.125,4.524,CL 71  S- KR 34   02,2022,Octubre,13,jueves,13,29,Usme,Choque,Vehículo,,Con Muertos,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1001959.0,0.017507712606732503,1943.3560993473077,"CL19,KR3",KR5;CL22,4.5343054,-74.1108466,0.0,10.844138888666667,10.567305297083333,502.0,120.0,0.0
196320,10582113,-74.092,4.59,CL 3  S- KR 14 B  02,2022,Octubre,2,domingo,22,20,Antonio Nariño,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000250.0,0.0016582875082519974,184.0699134159717,AV.CARACAS,CL32;CL34,4.5900511,-74.0936575,1.0,32.283037634596774,32.14484454604839,581.0,124.0,1.0
196321,10582114,-74.124504855,4.60495738600002,CL 26  S- KR 51 d  02,2022,Octubre,1,sábado,3,30,Puente Aranda,Atropello,,,Con Heridos,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000692.0,0.003935626856745628,436.8545810987647,KR36,CL19;AV.AMERICAS,4.6023978,-74.12749445,1.0,39.47982526862903,36.066975806209676,371.0,124.0,1.0
196322,10582121,-74.031,4.766,KR 9  - CL 189   02,2022,Octubre,2,domingo,0,45,Usaquén,Choque,Objeto Fijo,Poste,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000088.0,0.005910052186106576,656.0157926578299,KR19,CL159;CL152,4.7601672,-74.03195245,0.0,29.565698924596774,24.666618279354836,393.0,124.0,0.0
196323,10582130,-74.087,4.604,KR 19  - CL 9 BIS  02,2022,Octubre,1,sábado,14,55,Los Mártires,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000275.0,0.0029066774339382793,322.641195167149,CL63,AV.CARACAS;KR7,4.60408095,-74.08990555,1.0,10.316166666500001,10.239112703083332,782.0,120.0,1.0
196324,10582131,-74.08,4.591,CL 6  - KR 7   02,2022,Octubre,1,sábado,14,40,Santa Fe,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001961.0,0.0022987615796441294,255.16253534049838,CL22,KR1;KR3,4.5900896,-74.08211080000001,1.0,11.165468750312499,10.948567501979168,423.0,96.0,1.0
196634,10582133,-74.115,4.58,CL 32  S- KR 21 B  02,2022,Octubre,2,domingo,10,5,Rafael Uribe Uribe,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1001976.0,0.00505561333420627,561.173080096896,NQS,KR24;CL100,4.57921725,-74.11999465,0.0,40.21413793112069,39.61390416741379,544.0,116.0,0.0
196636,10582136,-74.158,4.638,KR 83  - CL 1  S 02,2022,Octubre,2,domingo,8,10,Kennedy,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001031.0,0.015769063799176464,1750.3660817085874,KR72,CL43AS;KR69B,4.623493,-74.15181855,0.0,22.985647383223142,23.070443445619837,2025.0,121.0,0.0
196637,10582137,-74.064,4.639,KR 9  - CL 52   02,2022,Octubre,1,sábado,11,15,Chapinero,Choque,Vehículo,,Solo Daños,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000941.0,0.0016775605898152763,186.20922546949566,CL24,KR10;KR5,4.6406639,-74.06421365,1.0,10.498189654827586,9.842724958793102,390.0,116.0,1.0
196638,10582260,-74.125,4.623,KR 68  - CL 1   02,2022,Octubre,4,martes,11,40,Puente Aranda,Atropello,,,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001711.0,0.007238008306844494,803.4189220597389,CL169B;CL170,KR58;KR20,4.6240064,-74.1178323,0.0,23.836773504615387,23.64874831982906,659.0,117.0,0.0
196639,10582261,-74.092,4.68,KR 69 I  - CL 70   02,2022,Octubre,4,martes,19,0,Engativá,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000657.0,0.0039880143495810505,442.6695928034966,AV.CIRCUNVALAR,CL72;CL69,4.6768595,-74.09445794999999,1.0,19.320262096935483,19.222299903790326,971.0,124.0,1.0
196640,10582610,-74.185,4.633,KR 89 B  - CL 54  S 02,2022,Octubre,13,jueves,8,20,Bosa,Choque,Vehículo,,Con Heridos,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000981.0,0.018604989562212636,2065.1538414056026,DIAG16,KR90;KR97,4.6495069,-74.176417,0.0,33.48696969694215,32.92265767280992,1732.0,121.0,0.0
196641,10582611,-74.095,4.749,KR 104  - CL 150 A  02,2022,Octubre,12,miércoles,22,40,Suba,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001707.0,0.006497323363508587,721.2028933494531,AV.SUBA,CL136;CL127,4.7425033,-74.09491,0.0,46.36958333330645,46.18955845596774,653.0,124.0,0.0
196642,10582615,-74.078,4.657,KR 30 A  - CL 64 A  02,2022,Octubre,12,miércoles,12,10,Barrios Unidos,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000095.0,0.0027224010964540285,302.1865217063972,KR7,CL153;CL162,4.6587847,-74.0800558,1.0,36.51868644059322,36.363431669237286,3005.0,118.0,1.0
196643,10582616,-74.129,4.625,KR 69 B  - CL 3 A  02,2022,Octubre,12,miércoles,21,30,Kennedy,Volcamiento,,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002293.0,0.0037895454018297583,420.6395396031032,CL53,KR72;CL63,4.62701775,-74.13220770000001,1.0,13.77454301080645,12.375048386854838,393.0,124.0,1.0
196644,10582622,-74.085,4.597,CL 6  - KR 14   02,2022,Octubre,12,miércoles,20,20,Santa Fe,Choque,Vehículo,,Solo Daños,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1000219.0,0.0022379528368571358,248.41276489114207,CL34,KR7;KR5,4.5992053,-74.08538089999999,1.0,23.524005376774195,23.346471134112903,511.0,124.0,1.0
196645,10582624,-74.157,4.667,CL 13  - KR 100   02,2022,Octubre,12,miércoles,12,22,Fontibón,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000709.0,0.004151906321490394,460.8616016854337,TV86,KR91;CL90,4.668118,-74.15300145,1.0,26.31593220305085,26.150763311694917,1658.0,118.0,1.0
196646,10582625,-74.146,4.675,CL 18  - KR 103 A  02,2022,Octubre,13,jueves,20,0,Fontibón,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1001344.0,0.0029184545794817096,323.9484583224698,DIAG16,KR97;KR90,4.6757841,-74.14318885,1.0,36.35380376314516,36.194562436370965,1304.0,124.0,1.0
196647,10582628,-74.158,4.695,KR 128  - CL 22 B  02,2022,Octubre,12,miércoles,17,5,Fontibón,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000982.0,0.016254823798261483,1804.2854416070245,DIAG16,KR123;KR106,4.67875865,-74.15733829999999,0.0,23.245537634274193,23.26289437451613,1812.0,124.0,0.0
196648,10582637,-74.103,4.627,AV AVENIDA DE LAS AMERICAS - KR 46   02,2022,Octubre,14,viernes,5,38,Puente Aranda,Choque,Vehículo,,Solo Daños,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1001934.0,0.0009696591617787482,107.63216695744104,TV80A,AV.AMERICAS;KR80,4.6273108,-74.1039185,1.0,14.806202957258064,13.747579301209678,397.0,124.0,1.0
196649,10582644,-74.098,4.625,CL 17 A  - KR 42   02,2022,Octubre,13,jueves,20,0,Puente Aranda,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000753.0,0.0021618877266173786,239.96953765452903,AV.P.MAYO,KR27;NQS,4.62699295,-74.0971622,1.0,21.166424731129034,21.11290937201613,1480.0,124.0,1.0
196650,10582646,-74.077,4.59,CL 6  - KR 5   02,2022,Octubre,13,jueves,6,26,Santa Fe,Choque,Vehículo,,Con Heridos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000258.0,0.005026369330839904,557.9269957232294,CL32,KR7;AV.CARACAS,4.595026300000001,-74.0769736,0.0,13.65148521532258,12.272788978548386,384.0,124.0,0.0
196651,10582649,-74.159,4.635,DG 34 A  - TV 81 G  02,2022,Octubre,12,miércoles,5,10,Kennedy,Atropello,,,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001031.0,0.013564080252732315,1505.612908053287,KR72,CL43AS;KR69B,4.623493,-74.15181855,0.0,27.84563172032258,27.76772581379032,2710.0,124.0,0.0
196652,10582652,-74.152,4.624,TV 78 K  - DG 36  S 02,2022,Octubre,12,miércoles,23,40,Kennedy,Atropello,,,Con Heridos,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001031.0,0.000538491506432199,59.77255721397409,KR72,CL43AS;KR69B,4.623493,-74.15181855,1.0,37.88254032298387,37.8209516408871,1315.0,124.0,1.0
196653,10582653,-74.028,4.722,KR 7 B  - CL 146   02,2022,Octubre,12,miércoles,20,38,Usaquén,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000051.0,0.006247332012945954,693.4538534370008,CL116,KR15;KR11,4.7180052,-74.0328032,0.0,17.365336020967742,15.861192587903227,397.0,124.0,0.0
196654,10582661,-74.125,4.728,CL 80  - KR 120   02,2022,Octubre,12,miércoles,13,40,Engativá,Choque,Vehículo,,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000720.0,0.017400246117369567,1931.4273190280219,KR86,CL13C;CL19A,4.71067115,-74.12657465000001,0.0,21.330000000166667,21.286397746916666,1195.0,120.0,0.0
196655,10582665,-74.114,4.597,AU SUR - AV AVENIDA PRIMERO DE MAYO  02,2022,Octubre,13,jueves,13,30,Antonio Nariño,Caida de ocupante,,,Con Heridos,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1000287.0,0.002354369942257129,261.3350635905413,AV.CARACAS,CL19;CL24,4.5992140500000005,-74.11480065,1.0,14.671277778,14.715013895416666,1287.0,120.0,1.0
196960,10582051,-74.113,4.603,CL 9  S- KR 38   02,2022,Octubre,1,sábado,17,55,Puente Aranda,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001004.0,0.004067661441166102,451.51041996943735,CL24,KR54;KR50,4.6041864,-74.1091092,1.0,30.515241935564518,30.81529080814516,737.0,124.0,1.0
196961,10582053,-74.114793646,4.70254541600002,CL 72  - KR 97 A  02,2022,Octubre,1,sábado,2,22,Engativá,Atropello,,,Con Heridos,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000722.0,0.005056652369708329,561.2884130376245,KR86,CL10;CL13C,4.6984233,-74.11772245,0.0,66.00473118282258,65.85210883854839,722.0,124.0,0.0
196962,10582668,-74.106,4.627,AV AVENIDA DE LAS AMERICAS - CL 13   02,2022,Octubre,13,jueves,15,45,Puente Aranda,Choque,Vehículo,,Con Heridos,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001934.0,0.0021045757030699547,233.60790304076497,TV80A,AV.AMERICAS;KR80,4.6273108,-74.1039185,1.0,15.876209677580643,14.459619623951612,381.0,124.0,1.0
196963,10582675,-74.16263472,4.63996627400002,CL 33  S- KR 87 H  02,2022,Octubre,14,viernes,22,28,Kennedy,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001033.0,0.016495167599712746,1830.9636035681149,CL72,KR76;KR70,4.6540506,-74.15404855,0.0,31.152728494274196,30.90066893564516,534.0,124.0,0.0
196964,10582676,-74.101593915,4.69262474800001,CL 72  - KR 80   02,2022,Octubre,14,viernes,17,45,Engativá,Choque,Vehículo,,Con Heridos,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000748.0,0.0025107189286028195,278.68980107491296,KR68,CL3;CL13,4.692486049999999,-74.1041008,1.0,18.471607143035715,18.522412824107143,392.0,56.0,1.0
196965,10582684,-74.081,4.595,KR 10  - CL 6   02,2022,Octubre,14,viernes,5,54,Candelaria,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000258.0,0.004026485893431913,446.93993417094237,CL32,KR7;AV.CARACAS,4.595026300000001,-74.0769736,1.0,18.996357527419356,16.445354167016127,389.0,124.0,1.0
196966,10582695,-74.125,4.569,AV AVENIDA CARACAS - CL 48  S 02,2022,Octubre,13,jueves,11,40,Rafael Uribe Uribe,Choque,Vehículo,,Con Heridos,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1000325.0,0.01080674636536041,1199.5488465550054,AV.CARACAS,AV.PRIMERO_MAYO;CL11SUR,4.57490245,-74.11594754999999,0.0,19.683642241293104,19.3571623562069,344.0,116.0,0.0
196967,10582701,-74.064,4.637,KR 9  - CL 50   02,2022,Octubre,14,viernes,8,13,Chapinero,Choque,Vehículo,,Con Heridos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000007.0,0.003461927631028105,384.2739670441196,KR7,CL121;CL116,4.635579,-74.06084315,1.0,18.364958677685948,18.312733059752066,6582.0,121.0,1.0
196968,10582707,-74.054,4.714,KR 45 A  - CL 128 B  02,2022,Octubre,13,jueves,16,55,Suba,Atropello,,,Con Heridos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001952.0,0.005077154721152058,563.5641740478784,KR15,CL106;CL100,4.71847495,-74.0516016,0.0,14.197083333548388,13.94278726798387,486.0,124.0,0.0
196969,10582708,-74.095,4.605,AV AVENIDA PRIMERO DE MAYO - CL 27   02,2022,Octubre,12,miércoles,6,35,Antonio Nariño,Choque,Vehículo,,Solo Daños,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000058.0,0.0021978248451593307,243.9585578126857,KR11,CL100;CL106,4.6028211,-74.0952878,1.0,32.013837365403226,29.451924608790325,416.0,124.0,1.0
196970,10582709,-74.046,4.753,CL 172  - KR 45   02,2022,Octubre,15,sábado,0,40,Usaquén,Choque,Vehículo,,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000222.0,0.0076547648966166166,849.6789035244444,CL147,KR19;KR15,4.7597534,-74.04960375,0.0,20.93897849483871,18.96066676282258,438.0,124.0,0.0
196971,10582720,-74.127,4.649,AV AVENIDA BOYACA - CL 17   02,2022,Octubre,13,jueves,8,20,Fontibón,Choque,Vehículo,,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000775.0,0.0014441365595061395,160.29915810518148,CL17,KR128;KR123,4.65006275,-74.1260222,1.0,12.613209365950414,12.484492413305786,1961.0,121.0,1.0
196972,10582722,-74.093,4.744,AV AVENIDA TRANSVERSAL DE SUBA - AC 102 A  02,2022,Octubre,15,sábado,3,0,Suba,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1001707.0,0.0024265635969371777,269.3485592600267,AV.SUBA,CL136;CL127,4.7425033,-74.09491,1.0,61.9724059142742,59.42430722008064,537.0,124.0,1.0
196973,10582725,-74.139,4.623,AV AVENIDA BOYACA - CL 1   02,2022,Octubre,15,sábado,3,29,Kennedy,Choque,Vehículo,,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000942.0,0.0029034011542438914,322.27752812107195,TV39,CL6;CL13,4.62102935,-74.1368678,1.0,29.121597796363638,19.37391873280992,355.0,121.0,1.0
196974,10582730,-74.193,4.602,KR 77 S  - CL 70 A BIS S 02,2022,Octubre,15,sábado,18,30,Bosa,Choque,Vehículo,,Solo Daños,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002290.0,0.013774681723360629,1528.9896712930297,AV.CL59SUR,CL59SUR;KR78C,4.6025243,-74.1792353,0.0,29.917970430241933,29.470852342500002,428.0,124.0,0.0
