TID,NAME_FROM,NAME_TO,DISTANCE_m,VEL_MEDIA,VEL_PICO,N_REGISTROS,lat_from,lon_from,lat_to,lon_to,lat,lon,confianza,query_from,query_to
1000966,CL26,KR33;KR22 ,1378.0,33.31,26.97,2935,4.616137,-74.0724502,4.6310056,-74.0814346,4.6235713,-74.07694240000001,alta,Calle 26,Carrera 33
1000967,CL26,KR33;KR40 ,820.0,39.58,33.24,2937,4.616137,-74.0724502,4.6310056,-74.0814346,4.6235713,-74.07694240000001,alta,Calle 26,Carrera 33
1000968,CL26,KR40;KR33 ,792.0,37.03,31.99,2937,4.616137,-74.0724502,4.6003464,-74.1196796,4.608241700000001,-74.0960649,alta,Calle 26,Carrera 40
1000969,"CL34,AV.AMERICAS",KR19;KR28 ,288.0,21.24,18.12,2945,4.6278142,-74.1057013,4.7857325,-74.0361876,4.706773350000001,-74.07094445000001,alta,"Cl34,Av Americas",Carrera 19
1000970,CL34,KR19;AV.CARACAS ,466.0,16.45,13.08,2944,4.6247079,-74.0789356,4.7857325,-74.0361876,4.705220199999999,-74.0575616,alta,Calle 34,Carrera 19
1000971,KR19,CL45;CL34 ,1052.0,16.31,15.83,2887,4.7857325,-74.0361876,4.6446546,-74.0860658,4.71519355,-74.0611267,alta,Carrera 19,Calle 45
1000972,TR22,CL1;CL6 ,970.0,21.52,18.75,2944,4.6622688,-74.0660934,4.6229315,-74.1376573,4.64260015,-74.10187535,alta,Tr22,Calle 1
1000973,CL53,AV.CARACAS;KR21 ,624.0,14.38,11.93,2941,4.657941,-74.0999396,4.5637523,-74.125194,4.61084665,-74.1125668,alta,Calle 53,Avenida Caracas
1000974,CL53,KR21;AV.CARACAS ,624.0,12.63,9.95,2943,4.657941,-74.0999396,4.5641506,-74.1496736,4.611045799999999,-74.1248066,alta,Calle 53,Carrera 21
1000975,CL53,KR21;KR27 ,444.0,16.43,14.01,2944,4.657941,-74.0999396,4.5641506,-74.1496736,4.611045799999999,-74.1248066,alta,Calle 53,Carrera 21
1000976,CL53,KR27;KR21 ,444.0,13.43,12.17,2944,4.657941,-74.0999396,4.6523072,-74.0743093,4.6551241,-74.08712445,alta,Calle 53,Carrera 27
1000977,KR24,CL63;CL72 ,1441.0,63.93,56.76,2944,4.5402799,-74.154251,4.6444096,-74.0546171,4.5923447500000005,-74.10443405000001,alta,Carrera 24,Calle 63
1000978,KR24,CL72;CL63 ,1461.0,28.17,26.97,2944,4.5402799,-74.154251,4.7141771,-74.1295882,4.627228499999999,-74.1419196,alta,Carrera 24,Calle 72
1000979,CL53,KR27;KR50 ,1287.0,26.08,23.55,2945,4.657941,-74.0999396,4.6523072,-74.0743093,4.6551241,-74.08712445,alta,Calle 53,Carrera 27
1000980,CL53,KR50;KR27 ,1278.0,31.01,28.24,2943,4.657941,-74.0999396,4.6906399,-74.0613571,4.67429045,-74.08064834999999,alta,Calle 53,Carrera 50
1000981,DIAG16,KR90;KR97 ,1065.0,36.56,32.9,2943,4.6725666,-74.1523954,4.6264472,-74.2004386,4.6495069,-74.176417,alta,Diagonal 16,Carrera 90
1000982,DIAG16,KR123;KR106 ,1618.0,30.04,25.95,2944,4.6725666,-74.1523954,4.6849507,-74.1622812,4.67875865,-74.15733829999999,alta,Diagonal 16,Carrera 123
1000983,CL80,KR24;KR58 ,1572.0,38.0,32.23,2944,4.6638357,-74.0532228,4.5402799,-74.154251,4.6020578,-74.1037369,alta,Calle 80,Carrera 24
1000984,CL80,KR58;KR24 ,1588.0,34.32,29.19,2943,4.6638357,-74.0532228,4.6240064,-74.1178323,4.643921049999999,-74.08552755,alta,Calle 80,Carrera 58
1000985,CL80,KR58;KR69H ,1416.0,34.92,28.39,2944,4.6638357,-74.0532228,4.6240064,-74.1178323,4.643921049999999,-74.08552755,alta,Calle 80,Carrera 58
1000986,CL80,KR69H;KR58 ,1410.0,34.05,27.84,2944,4.6638357,-74.0532228,,,4.6638357,-74.0532228,media,Calle 80,Kr69H
1000987,CL80,KR69H;KR71 ,839.0,30.99,25.16,2944,4.6638357,-74.0532228,,,4.6638357,-74.0532228,media,Calle 80,Kr69H
1000988,CL80,KR76;KR71 ,711.0,33.42,28.88,2944,4.6638357,-74.0532228,4.5939241,-74.1785089,4.628879899999999,-74.11586585,alta,Calle 80,Carrera 76
1000989,CL80,KR76;KR81 ,527.0,35.7,32.0,2943,4.6638357,-74.0532228,4.5939241,-74.1785089,4.628879899999999,-74.11586585,alta,Calle 80,Carrera 76
1000990,CL80,KR81;KR76 ,501.0,29.08,22.56,2943,4.6638357,-74.0532228,4.6671195,-74.1219417,4.6654776,-74.08758225,alta,Calle 80,Carrera 81
1000991,CL80,KR81;KR89A ,806.0,33.33,29.17,2943,4.6638357,-74.0532228,4.6671195,-74.1219417,4.6654776,-74.08758225,alta,Calle 80,Carrera 81
1000992,CL80,KR89A;KR81 ,811.0,30.38,25.05,2943,4.6638357,-74.0532228,,,4.6638357,-74.0532228,media,Calle 80,Kr89A
1000993,CL80,KR89A;KR96 ,727.0,20.61,17.09,2944,4.6638357,-74.0532228,,,4.6638357,-74.0532228,media,Calle 80,Kr89A
1000994,CL80,KR96;KR89A ,728.0,27.86,23.91,2943,4.6638357,-74.0532228,4.6276211,-74.2124987,4.645728399999999,-74.13286074999999,alta,Calle 80,Carrera 96
1001001,CL24,KR40;AV.AMERICAS ,573.0,17.77,15.2,2943,4.6157021,-74.0766157,4.6003464,-74.1196796,4.60802425,-74.09814765,alta,Calle 24,Carrera 40
1001002,CL24,KR40;KR43A ,160.0,19.67,17.91,2944,4.6157021,-74.0766157,4.6003464,-74.1196796,4.60802425,-74.09814765,alta,Calle 24,Carrera 40
1001003,CL24,KR50;KR54 ,381.0,24.86,21.29,2943,4.6157021,-74.0766157,4.6906399,-74.0613571,4.653171,-74.0689864,alta,Calle 24,Carrera 50
1001004,CL24,KR54;KR50 ,375.0,33.14,30.59,2944,4.6157021,-74.0766157,4.5926707,-74.1416027,4.6041864,-74.1091092,alta,Calle 24,Carrera 54
1001005,CL24,KR54;KR60 ,544.0,25.87,21.55,2944,4.6157021,-74.0766157,4.5926707,-74.1416027,4.6041864,-74.1091092,alta,Calle 24,Carrera 54
1001006,CL24,KR60;KR54 ,543.0,31.78,31.42,2944,4.6157021,-74.0766157,4.6807377,-74.07429,4.6482199,-74.07545285,alta,Calle 24,Carrera 60
1001007,CL24,KR68B;KR60 ,1068.0,27.63,24.33,2944,4.6157021,-74.0766157,,,4.6157021,-74.0766157,media,Calle 24,Kr68B
1001012,CL53,KR50;KR60 ,875.0,23.44,17.72,2945,4.657941,-74.0999396,4.6906399,-74.0613571,4.67429045,-74.08064834999999,alta,Calle 53,Carrera 50
